isn_dob_bis_viol,boro,bin,block,lot,issue_date,violation_type_code,violation_number,house_number,street,device_number,description,number,violation_category,violation_type,disposition_date,disposition_comments
173195,1,1001042,52.0,16.0,19790807,PA,0102PF,113,CEDAR STREET,,,V*080779PA0102PF,V*-DOB VIOLATION - DISMISSED,PA-PUBLIC ASSEMBLY                                                 NONE,19850509.0,AML
173175,1,1001042,52.0,16.0,19800825,PA,08PP04,113,CEDAR STREET,,,V*082580PA08PP04,V*-DOB VIOLATION - DISMISSED,PA-PUBLIC ASSEMBLY                                                 NONE,19821105.0,AML
173180,1,1001042,52.0,16.0,19820826,PA,08C06,113,CEDAR STREET,,,V*082682PA08C06,V*-DOB VIOLATION - DISMISSED,PA-PUBLIC ASSEMBLY                                                 NONE,19850509.0,AML
17681,1,1001044,53.0,2.0,19880914,E,117101\01,99,WASHINGTON STRE,1F5089,(51)PROPERLY DATE AND TAG GOVERNOR 5 YR TEST (52)REPAIR 1ST FLOOR               HOISTWAY GATES TO WORK PROPERLY,V*091488E117101\01,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19901210.0,
17679,1,1001044,53.0,2.0,19880914,E,117101\02,99,WASHINGTON STRE,1F5090,(51)PROPERLY DTE AND TAG GOVERNOR 5 YR TEST (52)REPAIR 1ST FLOOR                HOISTWAY GATES TO WORK PROPERLY,V*091488E117101\02,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19901210.0,
14528,1,1001052,53.0,35.0,19880923,E,1156A\5,108,GREENWICH ST,1P1484,(51)RESTORE BASEMENT HALL CALL BUTTON. (52)REMOVE LOCKS FROM                    HOISTWAY DOORS,V*092388E1156A\5,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19910830.0,
14536,1,1001054,53.0,37.0,19880923,E,1156A\4,102,GREENWICH ST,1P651,(50)PROVIDE ACCESS TO MOTOR ROOM (51)PROVIDE PARKING DEVICE                     ON MAIN FLOOR,V*092388E1156A\4,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19901206.0,
16245,1,1001068,62.0,1.0,19880929,E,1197A\5,149,BROADWAY,1P29124,(51)REPAIR OR REPLACE GENERATOR EXCESSIVE ARCING,V*092988E1197A\5,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890421.0,
13138,1,1001068,62.0,1.0,19880929,E,1197A/03,149,BROADWAY,1P29109,(01)REPAIR CONTROLLER AND RETURN CAR TO SERVICE.(51)REMOVE COVERS               FROM SMOKE HOLES,V*092988E1197A/03,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19900413.0,
15924,1,1001068,62.0,1.0,19880929,E,1197A\2,149,BROADWAY,1P29108,(01)REPAIR CONTROLLER AND RETURN ELEVATOR TO SERVICE                            (51)REMOVE COVERS ON SMOKE HOLES,V*092988E1197A\2,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19900413.0,
16151,1,1001068,62.0,1.0,19880929,E,1197A\6,149,BROADWAY,1P29122,(51)SHORTEN CWT ROPE (52)REPAIR COMP SHEAVE,V*092988E1197A\6,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19900416.0,
19133,1,1001068,62.0,1.0,19881012,E,1197A/05,149,BROADWAY,1P29130,(51)STOP WORK - APPLY FOR PERMIT FOR CONSTRUCTION & RENOVATION -                OBTAIN ALL NECESSARY PERMITS & APPROVALS,V*101288E1197A/05,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19900417.0,
19142,1,1001068,62.0,1.0,19881012,E,1197A/02,149,BROADWAY,1P29100,(51)STOP WORK - APPLY FOR PERMIT FOR RENOVATIONS - OBTAIN ALL                   NECESSARY PERMITS AND APPROVALS,V*101288E1197A/02,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19900423.0,
19138,1,1001068,62.0,1.0,19881012,E,1197A/04,149,BROADWAY,1P29129,(51)STOP WORK APPLY FOR PERMIT FOR RENOVATION & CONSTRUCTION -                  OBTAIN ALL NECESSARY PERMITS AND APPROVALS,V*101288E1197A/04,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19900423.0,
19137,1,1001068,62.0,1.0,19881012,E,1197A/03,149,BROADWAY,1P29101,(51)STOP WORK - APPLY FOR PERMIT FOR RENOVATION - OBTAIN ALL NEC                PERMITS AND APPROVALS,V*101288E1197A/03,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19901113.0,
15923,1,1001068,62.0,7501.0,19880929,E,1197A\1,149,BROADWAY,1E860,(51)REPAIR OR REPLACE FAULTY SKIRT SWITCHES,V*092988E1197A\1,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19881130.0,351-86
15870,1,1001068,62.0,7501.0,19880929,E,1197A/4,149,BROADWAY,1P29110,(51)REMOVE COVERS  FROM SMOKE HOLE,V*092988E1197A/4,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19881212.0,141-75
19126,1,1001068,62.0,7501.0,19881012,E,1197A/06,149,BROADWAY,1P29131,(51)STOP WORK - APPLY FOR PERMIT FOR RENOVATION & CONSTRUCTION -                OBTAIN ALL NECESSARY PERMITS & APPROVALS,V*101288E1197A/06,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19900417.0,
19146,1,1001068,62.0,7501.0,19881012,E,1197A/01,149,BROADWAY,1P29099,(51)STOP WORK - APPLY FOR PERMIT FOR RENOVATION - OBTAIN ALL NEC                PERMITS AND APPROVALS,V*101288E1197A/01,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19900423.0,
21448,1,1001071,63.0,12.0,19881026,E,14731/1,5,DEY ST,1S124,(51) REPAIR OR REPLACE CAR PLATFORM.(52) REPAIR SIDE_WALK BELL                  (53) REPAIR OR REPLACE SEQUENCE RELAY,V*102688E14731/1,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19881222.0,303-83
15626,1,1001075,63.0,17.0,19880923,E,119701/01,181,BROADWAY,1P11448,(34)REMOVE SWITCH ON CAR DOOR.(51)REMOVE BASE LOCK OUT.(52)REPAIR               OUTSIDE COMMUNICATION SYSTEM. PROVIDE CAR TOP,V*092388E119701/01,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19911213.0,
21266,1,1001076,63.0,18.0,19881005,E,02441-1,179,BROADWAY,1P1150,"(31)  LEVELING  (33)  ADJUST TO CLOSE EVENLY, ELIMINATE LARGE                              OPENING AT BOTTOM  (51)  ELIMINATE TRIP HAZARD ALL FLOOR                        AS REQUIRED , HIGH CARPET & METAL RETAIN STRIP IN FRONT                         ON ENTRANCE",V*100588E02441-1,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19970909.0,CIAKGU ADM DISMISSAL
15630,1,1001076,63.0,18.0,19880923,E,119701/02,179,BROADWAY,1P1150,,V*092388E119701/02,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890130.0,201-77
15618,1,1001077,63.0,19.0,19880923,E,119701/03,177,BROADWAY,1P1149,,V*092388E119701/03,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890130.0,201-77
7707,1,1001084,64.0,8.0,19880817,E,14735/4,53,LIBERTY ST,1P897,RESTORE CAR TO SERVICE OR FILE BUILDING NOTICE TO DISMANTLE OR                  REMOVE,V*081788E14735/4,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19910829.0,
7709,1,1001084,64.0,8.0,19880817,E,14735/6,53,LIBERTY ST,1P898,(21 & 24)RESHACKLE TAG & DATE (51) PROVIDE CAPACITY PLATE IN CAR,V*081788E14735/6,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19910829.0,
7704,1,1001084,64.0,8.0,19880817,E,14735/5,53,LIBERTY ST,1P895,(33) BASEMENT (51) PROVIDE PLATE IN CAR (1) PROPERLY FUSE,V*081788E14735/5,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19920611.0,
259300,1,1001084,64.0,8.0,2230913,LANDMK,09-0223,53,LIBERTY STREET,,,V*091323LANDMK09-0223,V*-DOB VIOLATION - DISMISSED,LANDMK-LANDMARK                                                        NONE,20080813.0,
9507,1,1001085,64.0,9.0,19880909,E,1133,59,LIBERTY ST,1P899,(21(RESHACKLE (23) RESHACKLE (24)RESHACKLE (51)REPAIR MOTOR ROOM                WALLS (52)TOTALLY REMOVE EMERGENCY BY PASS SWITCH FROM CAB (53)                 RESTORE ELEV. TO PROPER WORKING ORDER,V*090988E1133,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19910723.0,EBN 1213/91
9508,1,1001086,64.0,10.0,19880909,E,11331/3,67,LIBERTY ST,1P4610,(1) REMOVE JUMPER FROM CONTROL BOARD (51) REPAIR MOTOR ROOM WALLS               (52) REPAIR SAFETY EDGE (53) UNDER COUNTERWEIGHT COMMUTATOR,V*090988E11331/3,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19910829.0,
1674,1,1001087,64.0,12.0,19880729,E,144936/1,150,BROADWAY,1P13010,"(51)PROVIDE MAIN LINE DISCONNECT SWITCH IN VIEW OF MAIN MACHINE                 (52)LABLE ALL EQUIPMENT,MACHINE,CONTROLLERS,GENERATORS,BUFFERS,& PIT            DOOR. (53)LOCK ALL PIT DOORS. (54)PROVIDE COVERS FOR GOVERNOR SWITCH            (55)REMOVE OLD TELEPHONE BOXES & CLOSE HOLES IN CAB.(56)REMOVE LADDER           FROM PIT",V*072988E144936/1,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19900321.0,
1679,1,1001087,64.0,12.0,19880729,E,144936/4,150,BROADWAY,1P13013,"(51)LABLE ALL EQUIPMENT & MACHINE,CONTROLLERS,BUFFERS,PIT DOORS                 (52)RESTORE PHONE EYE,CAB DOOR TO PROPER WORKING ORDER.(53)REMOVE OLD{          TELEPHONE BOX & CLOSE OLDHOLE IN CAB.(54)PROVIDE GOVERNOR SWITCH COVER",V*072988E144936/4,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19900321.0,
1688,1,1001087,64.0,12.0,19880729,E,144936/6,150,BROADWAY,1P13015,"(51)PROVIDE MAIN LINE DISCONNECT SWICHT IN VIEW OF MAIN MACHINE                 (52)LABLE ALL EQUIPMENT, MACHINE,CONTROLLER,GOVERNOR,BUFFER,PIT DOOR            (53)PROVIDE PROPER CLEARANCE BETWEEN COUNTERWEIGHT & BUFFER PLATE",V*072988E144936/6,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19900322.0,
1690,1,1001087,64.0,12.0,19880729,E,144936/7,150,BROADWAY,1P13016,"(51)PROVIDE MAIN LINE SWICHT IN VIEW OF MAIN MACHINE (52)LABLE                  ALL EQUIPMENT-MACHINE,CONTROLLER,GENERATOR,BUFFER & PIT DOOR",V*072988E144936/7,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19900322.0,
1691,1,1001087,64.0,12.0,19880729,E,144936/8,150,BROADWAY,1P13017,"(51)PROVIDE MAIN LINE DISCONNECT SWICHT IN VIEW OF MAIN MACHINE                 (52)LABLE ALL EQUIPMENT,MACHINE,CONTROLLERS,GENERATOR,BUFFER, AND PIT           DOOR",V*072988E144936/8,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19900322.0,
1671,1,1001087,64.0,12.0,19880729,E,144936/2,150,BROADWAY,1P13011,"(45)PROVIDE LIGHT.(51)PROVIDE MAIN LINE DISCONNECT SWITCH IN VIEW               OF MAIN MACHINE.(52)LABLE ALL EQUIPMENT,MACHINE,CONTROLLERS,GENERATORS          ,BUFFER & PIT DOOR.(53)RESTORE MOTOR ROOM VENT FAN TO PROPER WORKING            ORDER & PROVIDE PROTECTIVE GUARD FOR SAME. (54)REMOVE OLD TELEPHONE             BOX, CLOSE HOLE IN CAB",V*072988E144936/2,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19901109.0,257-81
1675,1,1001087,64.0,12.0,19880729,E,144936/3,150,BROADWAY,1P13012,"(51)PROVIDE MAIN LINE DISCONNECT SWICHT IN VIEW OF MAIN MACHINE                 (52)LABLE ALL EQUIPMENT,MACHINE,CONTROLLERS,GENERATOR,BUFFERS,& PIT             DOOR.(53)REMOVE OLD TELEPHONE BOX & COVER HOLE IN CAB .(54)REMOVE               OLD EQUIPMENT FROM MOTOR ROOM.(55)CLOSE HOLE IN SECONDARY WALL                  (56)REPLACE GOVERNOR SWICHT COVERS",V*072988E144936/3,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19901109.0,257-81
1684,1,1001087,64.0,12.0,19880729,E,144936/5,150,BROADWAY,1P13014,"(51)LABLE ALL EQUIPMENT,MACHINE,GOVERNOR,CONTROLLERS,BUFFER & PIT               DDOR.(52)PROVIDE MAIN LINE ,DISCONNECT SWITCH IN VIEW OF MAIN MACHINE           (53)REPAIR CAB LIGHT.(54)REPAIR OR RENEW CAB FLOOR.(55)CLOSE ALL HOLES          IN CAB (VENTS) (56)ELIMINATE TRIP HAZARD 3RD FLOOR HALL",V*072988E144936/5,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19920609.0,
1694,1,1001087,64.0,12.0,19880801,E,144936/3,150,BROADWAY,1P13021,,V*080188E144936/3,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19900323.0,
1697,1,1001087,64.0,12.0,19880801,E,144936/4,150,BROADWAY,1P29560,,V*080188E144936/4,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19900323.0,
1692,1,1001087,64.0,12.0,19880801,E,144936/1,150,BROADWAY,1P13018,"(51)PROVIDE MAIN LINE DISCONNECT SWICHT IN VIEW OF MAIN LINE                    (52)LABLE ALL EQUIPMENT,MACHINE,CONTROLLERS,GENERATOR,BUFFER,& PIT              DOOR.(53)PROVIDE PROPER CLEARANCE BETWEEN COUNTERWEIGHT & BUFFER PLATE",V*080188E144936/1,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19901109.0,257-81
1696,1,1001087,64.0,12.0,19880801,E,144936/5,150,BROADWAY,1F177,(51)PROVIDE COVERS  FOR ALL ELECTRICAL BOXES IN SHAFT                           (52)PROVIDE OUTSIDE COMMUNICATION SYSTEM,V*080188E144936/5,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19901109.0,257-81
1693,1,1001087,64.0,12.0,19880801,E,144936/2,150,BROADWAY,1P13019,"RESTORE ELEV.TO SERVICE SO A COMPLETE INSPECTION CAN BE MADE                    BY THIS DEPT. , OR FILE WITH THIS DEPT. & OBTAIN A PERMIT TO                    PROPERLY DISMANTLE OR REMOVE SAME",V*080188E144936/2,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19911223.0,
1703,1,1001088,64.0,16.0,19880802,E,144936/5,166,BROADWAY,1P1142,,V*080288E144936/5,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19881107.0,085-75
1702,1,1001088,64.0,16.0,19880802,E,144936/4,166,BROADWAY,1P1141,51)RESTORE PHOTO EYE SYSTEM TO PROPER WORKING ORDER ON CAB DOOR                 (52)PROVIDE NO SMOKING SIGN IN CAB,V*080288E144936/4,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19911224.0,
7701,1,1001093,64.0,25.0,19880817,E,14735/3,8,LIBERTY PL,1P11326,,V*081788E14735/3,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19900405.0,
16356,1,1001097,65.0,7.0,19880914,E,11331\1,15,MAIDEN LANE,1S136,(51)RESTORE TO PROPER WORKING ORDER,V*091488E11331\1,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19891006.0,
16363,1,1001098,65.0,10.0,19880914,E,11331\2,9,MAIDEN LANE,1P915,(51)REPLACE TOP FL. DOOR ROLLERS (52)REMOVE TOP LOCK (53)PROVIDE                ADEQUATE LIGHTING MTRM.(54)PROVIDE CAPACITY PLATE(55)CLEAN TOP OF CAR           (56)CLEAN COMMUTATOR (46)SCRAPE SHAFTWAY OF ALL LOOSE PAINT,V*091488E11331\2,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19890110.0,111-75
16041,1,1001098,65.0,10.0,19880914,E,11331/4,9,MAIDEN LANE,1P914,(51)CLEAN COMMUTATOR (52)CLEAN TOP OF CAR,V*091488E11331/4,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19891211.0,111-75
16374,1,1001098,65.0,10.0,19880914,E,11331\3,9,MAIDEN LANE,1P916,(51)PROVIDE CAPACITY PLATE (52)CLEAN COMMUTATOR (53)CLEAN TOP OF                CAR (54)PROVIDE ADEQUATE LIGHTING MTRM (55)REMOVE EMERGENCY BYPASS              SWITCH,V*091488E11331\3,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19891211.0,111-75
16044,1,1001098,65.0,10.0,19880914,E,11331/5,9,MAIDEN LANE,1P917,FILE  FOR REMOVAL OF ELEV. WITH THIS DEPT,V*091488E11331/5,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19900816.0,111-75
14341,1,1001098,65.0,10.0,19880923,E,1179A\6,9,MAIDEN LANE,1P916,(51)FILE WITH THIS DEPT FOR NEW CONTROLLER (52)PROVIDE BUFFER                   SPRINGS (53)PROVIDE CLEARENCE BETWEEN CWT-CAB-TOP FLOOR (54)SECURE              TOP RAIL (55)PROVIDE CLEARENCE BETWEEN CWT-CAB-TOP FLOOR (56)PROVIDE            PARKING DEVICE,V*092388E1179A\6,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19900330.0,
9510,1,1001099,65.0,16.0,19880909,E,11331/5,1,MAIDEN LANE,1P910,(21) RESHACKLE (51) FILE WITH THIS DEPT.  FOR CAB & WALLS,V*090988E11331/5,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19881020.0,085-75
9509,1,1001099,65.0,16.0,19880909,E,11331/4,1,MAIDEN LANE,1P909,(21) RESHACKLE (51) PREVENT CAR DOOR ROLLERS FROM HITTING CAR                   WHEN CAR IS IN MOTION,V*090988E11331/4,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19901115.0,
1479,1,1001100,65.0,17.0,19880802,E,144936/7,176,BROADWAY,1P1146,(51)RESTORE PHOTO EYE SYSTEM TO PROPER WORKING ORDER ON CAB DOOR,V*080288E144936/7,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19910903.0,
1476,1,1001100,65.0,17.0,19880802,E,144936/6,176,BROADWAY,1P1145,"(51)LABLE ALL EQUIPMENT (MACHINE,CONTROLLERS,SWICHT,BUFFERS &                   PIT DOOR. (52)RESTORE PHOTO EYE SYSTEM TO WORKING ORDER CAB DOOR",V*080288E144936/6,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19920615.0,
1486,1,1001100,65.0,17.0,19880803,E,144936/1,176,BROADWAY,1P1321,"(51)LABEL ALL EQUIPMENT (MACHINE CONTROLLER,GOVERNOR,BUFFERS,                   PIT DOOR)(52)RESTORE MOTOR ROOM VENT SYSTEM TO PROPER WORKING ORDER             (53)RESTORE PHOTO-EYE SYSTEM TO PROPER WORKING ORDER.(54)ELIMINATE              NOISE FROM GENERATOR",V*080388E144936/1,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19910225.0,
1487,1,1001101,65.0,18.0,19880803,E,144936/2,180,BROADWAY,1P1152,(51)PROVIDE MOTOR DOOR. (52)REMOVE ALL TEMP WIRING IN MOTOR ROOM                (53)PROVIDE PERMENANT MOTOR ROOM LIGHTING,V*080388E144936/2,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19970207.0,CIAJMD ADMINISTRATIVE DISMISSAL
24967,1,1001102,65.0,19.0,19881221,C,A1LB02,2,JOHN STREET,,,V*122188CA1LB02,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION                                                    OTHER   OPTIONAL,19921230.0,
1488,1,1001102,65.0,7502.0,19880803,E,144936/4,182,BWAY,1P349,(51)CLOSE HOLE IN REAR MOTOR ROOM WALL. (52) PROVIDE COVERS FOR                 ALL ELECTRICAL BOXED THRN-OUT,V*080388E144936/4,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,19901217.0,041-74
